Temperature (C),Date,most_freq_summary
7.972222222,4.3.2009,Mostly Cloudy
9.638888889,5.3.2009,Breezy and Overcast
8.072222222,6.3.2009,Mostly Cloudy
5.955555556,7.3.2009,Overcast
3.75,8.3.2009,Breezy and Mostly Cloudy
10.72777778,1.5.2009,Partly Cloudy
13.33333333,9.5.2009,Partly Cloudy
14.06111111,10.5.2009,Partly Cloudy
15.85,11.5.2009,Partly Cloudy
13.27777778,12.5.2009,Mostly Cloudy
8.922222222,13.5.2009,Mostly Cloudy
10.43333333,14.5.2009,Mostly Cloudy
11.66666667,15.5.2009,Mostly Cloudy
13.53888889,16.5.2009,Mostly Cloudy
16.54444444,17.5.2009,Partly Cloudy
19.1,18.5.2009,Partly Cloudy
17.15,19.5.2009,Partly Cloudy
9.672222222,2.5.2009,Partly Cloudy
15.86666667,20.5.2009,Partly Cloudy
16.75555556,21.5.2009,Mostly Cloudy
15.62222222,22.5.2009,Mostly Cloudy
12.44444444,23.5.2009,Partly Cloudy
12.16666667,24.5.2009,Mostly Cloudy
14.49444444,25.5.2009,Partly Cloudy
17.72777778,26.5.2009,Partly Cloudy
14.49444444,27.5.2009,Mostly Cloudy
13.13888889,28.5.2009,Overcast
7.705555556,29.5.2009,Partly Cloudy
12.22222222,3.5.2009,Mostly Cloudy
6.388888889,30.5.2009,Mostly Cloudy
11.63333333,4.5.2009,Mostly Cloudy
6.611111111,5.5.2009,Partly Cloudy
13.61666667,6.5.2009,Mostly Cloudy
8.8,7.5.2009,Partly Cloudy
13.11111111,8.5.2009,Partly Cloudy
0.555555556,31.10.2009,Partly Cloudy
0.938888889,1.11.2009,Partly Cloudy
10.55555556,9.11.2009,Foggy
7.861111111,10.11.2009,Overcast
5.85,11.11.2009,Overcast
3.766666667,12.11.2009,Mostly Cloudy
5.416666667,13.11.2009,Partly Cloudy
9.483333333,14.11.2009,Partly Cloudy
5.933333333,15.11.2009,Mostly Cloudy
7.761111111,16.11.2009,Foggy
8.277777778,17.11.2009,Partly Cloudy
9.061111111,18.11.2009,Mostly Cloudy
6.127777778,19.11.2009,Foggy
0.905555556,2.11.2009,Mostly Cloudy
5.205555556,20.11.2009,Foggy
6.805555556,21.11.2009,Foggy
3.888888889,22.11.2009,Foggy
3.383333333,23.11.2009,Foggy
6.738888889,24.11.2009,Foggy
6.422222222,25.11.2009,Partly Cloudy
4.527777778,26.11.2009,Mostly Cloudy
8.772222222,27.11.2009,Mostly Cloudy
2.755555556,28.11.2009,Mostly Cloudy
4.705555556,29.11.2009,Foggy
2.155555556,3.11.2009,Overcast
3.611111111,4.11.2009,Mostly Cloudy
5.866666667,5.11.2009,Mostly Cloudy
9.305555556,6.11.2009,Overcast
9.111111111,7.11.2009,Overcast
12.23888889,8.11.2009,Foggy
11.66666667,30.9.2009,Partly Cloudy
15.15555556,1.10.2009,Mostly Cloudy
14.44444444,9.10.2009,Partly Cloudy
14.77777778,10.10.2009,Overcast
9.194444444,11.10.2009,Overcast
9.15,12.10.2009,Foggy
5.622222222,13.10.2009,Breezy and Overcast
3.611111111,14.10.2009,Breezy and Overcast
2.916666667,15.10.2009,Mostly Cloudy
2.327777778,16.10.2009,Mostly Cloudy
3.716666667,17.10.2009,Mostly Cloudy
5.383333333,18.10.2009,Mostly Cloudy
6.477777778,19.10.2009,Overcast
12.47777778,2.10.2009,Mostly Cloudy
3.333333333,20.10.2009,Mostly Cloudy
9.05,21.10.2009,Mostly Cloudy
12.76111111,22.10.2009,Mostly Cloudy
14.23888889,23.10.2009,Mostly Cloudy
12.18333333,24.10.2009,Mostly Cloudy
12.17222222,25.10.2009,Mostly Cloudy
13.22777778,26.10.2009,Foggy
8.172222222,27.10.2009,Partly Cloudy
8.683333333,28.10.2009,Mostly Cloudy
7.427777778,29.10.2009,Overcast
5.655555556,3.10.2009,Partly Cloudy
2.616666667,30.10.2009,Partly Cloudy
8.961111111,4.10.2009,Partly Cloudy
11.46111111,5.10.2009,Partly Cloudy
13.42222222,6.10.2009,Partly Cloudy
13.52222222,7.10.2009,Clear
13.90555556,8.10.2009,Partly Cloudy
15.15555556,1.9.2009,Partly Cloudy
18.88888889,9.9.2009,Mostly Cloudy
18.19444444,10.9.2009,Mostly Cloudy
17.46666667,11.9.2009,Mostly Cloudy
16.73888889,12.9.2009,Mostly Cloudy
15.46666667,13.9.2009,Mostly Cloudy
16.51111111,14.9.2009,Mostly Cloudy
18.07222222,15.9.2009,Partly Cloudy
20.08888889,16.9.2009,Mostly Cloudy
17.58333333,17.9.2009,Overcast
15.81666667,18.9.2009,Overcast
12.77777778,19.9.2009,Partly Cloudy
16.03888889,2.9.2009,Clear
14.49444444,20.9.2009,Partly Cloudy
12.18333333,21.9.2009,Clear
12.36111111,22.9.2009,Clear
13.43888889,23.9.2009,Clear
13.35,24.9.2009,Clear
13.99444444,25.9.2009,Mostly Cloudy
12.01111111,26.9.2009,Partly Cloudy
15.07222222,27.9.2009,Partly Cloudy
12.51666667,28.9.2009,Partly Cloudy
14.66666667,29.9.2009,Mostly Cloudy
21.92777778,3.9.2009,Partly Cloudy
17.56666667,4.9.2009,Partly Cloudy
13.03333333,5.9.2009,Mostly Cloudy
13.3,6.9.2009,Partly Cloudy
13.16111111,7.9.2009,Partly Cloudy
16.21666667,8.9.2009,Mostly Cloudy
6.088888889,31.3.2010,Partly Cloudy
5.783333333,1.4.2010,Partly Cloudy
9.433333333,9.4.2010,Partly Cloudy
4.655555556,10.4.2010,Partly Cloudy
6.811111111,11.4.2010,Overcast
9.45,12.4.2010,Overcast
10.82222222,13.4.2010,Overcast
7.894444444,14.4.2010,Overcast
8.183333333,15.4.2010,Partly Cloudy
6.161111111,16.4.2010,Mostly Cloudy
4.916666667,17.4.2010,Clear
10.73888889,18.4.2010,Mostly Cloudy
10.34444444,19.4.2010,Overcast
4.511111111,2.4.2010,Mostly Cloudy
9.894444444,20.4.2010,Mostly Cloudy
10.9,21.4.2010,Partly Cloudy
5.7,22.4.2010,Mostly Cloudy
9.966666667,23.4.2010,Mostly Cloudy
13.74444444,24.4.2010,Partly Cloudy
12.50555556,25.4.2010,Partly Cloudy
11.03888889,26.4.2010,Mostly Cloudy
13.78333333,27.4.2010,Partly Cloudy
9.088888889,28.4.2010,Partly Cloudy
10.63333333,29.4.2010,Partly Cloudy
6.794444444,3.4.2010,Partly Cloudy
12.72777778,30.4.2010,Partly Cloudy
12.08888889,4.4.2010,Mostly Cloudy
9.583333333,5.4.2010,Mostly Cloudy
5.633333333,6.4.2010,Overcast
6.344444444,7.4.2010,Partly Cloudy
6.638888889,8.4.2010,Clear
19.36111111,31.7.2010,Mostly Cloudy
16.50555556,9.8.2010,Partly Cloudy
16.59444444,10.8.2010,Partly Cloudy
16.34444444,11.8.2010,Partly Cloudy
20.37777778,12.8.2010,Partly Cloudy
21.41111111,13.8.2010,Mostly Cloudy
24.55,14.8.2010,Partly Cloudy
22.44444444,15.8.2010,Partly Cloudy
17.31111111,16.8.2010,Mostly Cloudy
18.26111111,17.8.2010,Partly Cloudy
14.71111111,18.8.2010,Partly Cloudy
16.22222222,19.8.2010,Partly Cloudy
17.9,20.8.2010,Partly Cloudy
14.37222222,21.8.2010,Clear
14.57777778,22.8.2010,Clear
17.44444444,23.8.2010,Clear
18.23333333,24.8.2010,Partly Cloudy
19.53333333,25.8.2010,Mostly Cloudy
15.72777778,26.8.2010,Partly Cloudy
17.87222222,27.8.2010,Partly Cloudy
15.91666667,28.8.2010,Mostly Cloudy
10.03888889,29.8.2010,Partly Cloudy
19.83333333,3.8.2010,Mostly Cloudy
11.33333333,30.8.2010,Mostly Cloudy
12.06111111,31.8.2010,Overcast
17.67777778,4.8.2010,Partly Cloudy
21.25,5.8.2010,Partly Cloudy
17.56111111,6.8.2010,Partly Cloudy
15.65555556,7.8.2010,Partly Cloudy
15.65555556,8.8.2010,Partly Cloudy
2.783333333,30.11.2010,Mostly Cloudy
3.166666667,1.12.2010,Foggy
0.466666667,9.12.2010,Mostly Cloudy
-2.244444444,10.12.2010,Clear
-0.566666667,11.12.2010,Foggy
0.927777778,12.12.2010,Mostly Cloudy
-2.155555556,13.12.2010,Mostly Cloudy
-3.322222222,14.12.2010,Overcast
-4.377777778,15.12.2010,Overcast
-6.727777778,16.12.2010,Foggy
-8.527777778,17.12.2010,Foggy
-13.19444444,18.12.2010,Foggy
-6.611111111,19.12.2010,Partly Cloudy
2.35,2.12.2010,Foggy
-0.111111111,20.12.2010,Mostly Cloudy
1.65,21.12.2010,Mostly Cloudy
7.294444444,22.12.2010,Mostly Cloudy
9.655555556,23.12.2010,Mostly Cloudy
9.444444444,24.12.2010,Mostly Cloudy
0.638888889,25.12.2010,Overcast
-2.855555556,26.12.2010,Overcast
-11.28888889,27.12.2010,Foggy
-7.6,28.12.2010,Foggy
-8.216666667,29.12.2010,Overcast
2.577777778,3.12.2010,Mostly Cloudy
-8.161111111,30.12.2010,Foggy
-7.322222222,31.12.2010,Foggy
-2.077777778,4.12.2010,Mostly Cloudy
-0.927777778,5.12.2010,Partly Cloudy
5.411111111,6.12.2010,Mostly Cloudy
8.483333333,7.12.2010,Mostly Cloudy
12.25555556,8.12.2010,Overcast
-3.861111111,31.1.2010,Overcast
-8.838888889,1.2.2010,Partly Cloudy
-3.561111111,9.2.2010,Mostly Cloudy
-0.722222222,10.2.2010,Overcast
0.455555556,11.2.2010,Foggy
0.605555556,12.2.2010,Foggy
-1.133333333,13.2.2010,Overcast
-3.3,14.2.2010,Mostly Cloudy
-3.811111111,15.2.2010,Overcast
-1.444444444,16.2.2010,Mostly Cloudy
2.811111111,17.2.2010,Overcast
4.366666667,18.2.2010,Mostly Cloudy
8.277777778,19.2.2010,Foggy
-10.3,2.2.2010,Mostly Cloudy
2.305555556,20.2.2010,Overcast
-0.155555556,21.2.2010,Partly Cloudy
3.8,22.2.2010,Mostly Cloudy
6.155555556,23.2.2010,Mostly Cloudy
7.322222222,24.2.2010,Mostly Cloudy
5.433333333,25.2.2010,Foggy
7.238888889,26.2.2010,Overcast
1.427777778,27.2.2010,Overcast
5.305555556,28.2.2010,Mostly Cloudy
-0.677777778,3.2.2010,Overcast
-3.538888889,4.2.2010,Mostly Cloudy
0.266666667,5.2.2010,Mostly Cloudy
0.105555556,6.2.2010,Foggy
-1.9,7.2.2010,Overcast
-3.738888889,8.2.2010,Mostly Cloudy
9.411111111,1.1.2010,Overcast
7.622222222,9.1.2010,Mostly Cloudy
2.838888889,10.1.2010,Foggy
-1.627777778,11.1.2010,Clear
-1.394444444,12.1.2010,Mostly Cloudy
0.044444444,13.1.2010,Overcast
-0.033333333,14.1.2010,Mostly Cloudy
-1.166666667,15.1.2010,Overcast
-2.177777778,16.1.2010,Foggy
-0.388888889,17.1.2010,Overcast
-0.483333333,18.1.2010,Foggy
-0.95,19.1.2010,Overcast
0.15,2.1.2010,Overcast
-0.377777778,20.1.2010,Foggy
-1.783333333,21.1.2010,Foggy
-4.044444444,22.1.2010,Overcast
-7.25,23.1.2010,Overcast
-11.17222222,24.1.2010,Foggy
-8.95,25.1.2010,Mostly Cloudy
-8.766666667,26.1.2010,Overcast
-10.29444444,27.1.2010,Clear
-7.944444444,28.1.2010,Overcast
-4.527777778,29.1.2010,Foggy
-5.733333333,3.1.2010,Foggy
-0.838888889,30.1.2010,Overcast
-3.272222222,4.1.2010,Partly Cloudy
-0.588888889,5.1.2010,Overcast
0.077777778,6.1.2010,Overcast
0.505555556,7.1.2010,Foggy
8.061111111,8.1.2010,Foggy
21.6,30.6.2010,Partly Cloudy
18.85555556,1.7.2010,Mostly Cloudy
17.52777778,9.7.2010,Partly Cloudy
17.62222222,10.7.2010,Partly Cloudy
19.31666667,11.7.2010,Partly Cloudy
19.81111111,12.7.2010,Partly Cloudy
22.05,13.7.2010,Partly Cloudy
21.07777778,14.7.2010,Partly Cloudy
22.01666667,15.7.2010,Partly Cloudy
22.33333333,16.7.2010,Partly Cloudy
24.25555556,17.7.2010,Partly Cloudy
20.57222222,18.7.2010,Partly Cloudy
20.66666667,19.7.2010,Partly Cloudy
18.19444444,2.7.2010,Partly Cloudy
20.97222222,20.7.2010,Partly Cloudy
21.6,21.7.2010,Partly Cloudy
21.84444444,22.7.2010,Partly Cloudy
22.42222222,23.7.2010,Partly Cloudy
19.40555556,24.7.2010,Mostly Cloudy
15.55,25.7.2010,Mostly Cloudy
14.6,26.7.2010,Mostly Cloudy
16.05555556,27.7.2010,Mostly Cloudy
17.13333333,28.7.2010,Mostly Cloudy
19.04444444,29.7.2010,Partly Cloudy
17.01666667,3.7.2010,Partly Cloudy
18.28333333,30.7.2010,Partly Cloudy
15.73888889,4.7.2010,Mostly Cloudy
17.15555556,5.7.2010,Partly Cloudy
17.27777778,6.7.2010,Partly Cloudy
14.08888889,7.7.2010,Partly Cloudy
14.31666667,8.7.2010,Mostly Cloudy
11.60555556,31.5.2010,Overcast
12.37222222,1.6.2010,Overcast
19.49444444,9.6.2010,Partly Cloudy
20.34444444,10.6.2010,Partly Cloudy
22.56111111,11.6.2010,Clear
22.64444444,12.6.2010,Clear
22.78333333,13.6.2010,Mostly Cloudy
19.03333333,14.6.2010,Partly Cloudy
21.04444444,15.6.2010,Partly Cloudy
17.44444444,16.6.2010,Partly Cloudy
17.93888889,17.6.2010,Partly Cloudy
16.46666667,18.6.2010,Partly Cloudy
16.37222222,19.6.2010,Partly Cloudy
11.68333333,2.6.2010,Mostly Cloudy
15.18333333,20.6.2010,Partly Cloudy
15.73888889,21.6.2010,Mostly Cloudy
15.46666667,22.6.2010,Overcast
15.40555556,23.6.2010,Mostly Cloudy
14.11111111,24.6.2010,Mostly Cloudy
15.4,25.6.2010,Mostly Cloudy
15.91666667,26.6.2010,Overcast
15.66666667,27.6.2010,Overcast
17.93333333,28.6.2010,Partly Cloudy
18.47222222,29.6.2010,Partly Cloudy
12.06111111,3.6.2010,Mostly Cloudy
14.58333333,4.6.2010,Mostly Cloudy
12.67777778,5.6.2010,Partly Cloudy
15.05555556,6.6.2010,Partly Cloudy
17.61111111,7.6.2010,Partly Cloudy
18.98888889,8.6.2010,Partly Cloudy
3.316666667,1.3.2010,Mostly Cloudy
-1.716666667,9.3.2010,Mostly Cloudy
-1.544444444,10.3.2010,Overcast
-0.572222222,11.3.2010,Overcast
1.372222222,12.3.2010,Overcast
2.15,13.3.2010,Mostly Cloudy
1.944444444,14.3.2010,Mostly Cloudy
0.638888889,15.3.2010,Partly Cloudy
-1.761111111,16.3.2010,Mostly Cloudy
1.144444444,17.3.2010,Partly Cloudy
2.905555556,18.3.2010,Mostly Cloudy
6.233333333,19.3.2010,Mostly Cloudy
2.561111111,2.3.2010,Mostly Cloudy
8.3,20.3.2010,Partly Cloudy
11.08333333,21.3.2010,Mostly Cloudy
10.74444444,22.3.2010,Mostly Cloudy
9.566666667,23.3.2010,Overcast
8.672222222,24.3.2010,Partly Cloudy
13.22222222,25.3.2010,Partly Cloudy
12.47222222,26.3.2010,Partly Cloudy
7.633333333,27.3.2010,Overcast
6.322222222,28.3.2010,Partly Cloudy
8.855555556,29.3.2010,Partly Cloudy
1.844444444,3.3.2010,Mostly Cloudy
9.927777778,30.3.2010,Mostly Cloudy
2.216666667,4.3.2010,Overcast
-2.116666667,5.3.2010,Overcast
-3.716666667,6.3.2010,Partly Cloudy
-2.927777778,7.3.2010,Partly Cloudy
-1.622222222,8.3.2010,Mostly Cloudy
13.2,1.5.2010,Partly Cloudy
12.12222222,9.5.2010,Partly Cloudy
12.54444444,10.5.2010,Mostly Cloudy
15.43333333,11.5.2010,Partly Cloudy
13.11666667,12.5.2010,Mostly Cloudy
12.5,13.5.2010,Partly Cloudy
11.91666667,14.5.2010,Partly Cloudy
10.77777778,15.5.2010,Overcast
10.16111111,16.5.2010,Overcast
8.827777778,17.5.2010,Breezy and Overcast
9.327777778,18.5.2010,Overcast
9.85,19.5.2010,Mostly Cloudy
17.61111111,2.5.2010,Mostly Cloudy
10.01666667,20.5.2010,Mostly Cloudy
13.03333333,21.5.2010,Mostly Cloudy
13.76666667,22.5.2010,Partly Cloudy
13.02777778,23.5.2010,Partly Cloudy
14.63888889,24.5.2010,Mostly Cloudy
15.53888889,25.5.2010,Mostly Cloudy
16.73333333,26.5.2010,Mostly Cloudy
16.91111111,27.5.2010,Partly Cloudy
17.57777778,28.5.2010,Mostly Cloudy
15.68888889,29.5.2010,Mostly Cloudy
13.93333333,3.5.2010,Mostly Cloudy
15.05,30.5.2010,Partly Cloudy
18.83333333,4.5.2010,Mostly Cloudy
18.9,5.5.2010,Overcast
13.71111111,6.5.2010,Overcast
11.56111111,7.5.2010,Partly Cloudy
13.15,8.5.2010,Overcast
6.044444444,31.10.2010,Partly Cloudy
6.9,1.11.2010,Mostly Cloudy
12.08333333,9.11.2010,Overcast
8.433333333,10.11.2010,Partly Cloudy
2.872222222,11.11.2010,Partly Cloudy
6.422222222,12.11.2010,Mostly Cloudy
6.955555556,13.11.2010,Partly Cloudy
8.322222222,14.11.2010,Partly Cloudy
7.588888889,15.11.2010,Partly Cloudy
10.98333333,16.11.2010,Partly Cloudy
11.04444444,17.11.2010,Partly Cloudy
7.294444444,18.11.2010,Foggy
5.822222222,19.11.2010,Mostly Cloudy
5.866666667,2.11.2010,Mostly Cloudy
7.144444444,20.11.2010,Foggy
8.083333333,21.11.2010,Mostly Cloudy
7.966666667,22.11.2010,Mostly Cloudy
5.816666667,23.11.2010,Mostly Cloudy
3.15,24.11.2010,Mostly Cloudy
2.472222222,25.11.2010,Partly Cloudy
4.994444444,26.11.2010,Overcast
0.427777778,27.11.2010,Partly Cloudy
3.966666667,28.11.2010,Overcast
1.966666667,29.11.2010,Partly Cloudy
5.6,3.11.2010,Mostly Cloudy
7.638888889,4.11.2010,Mostly Cloudy
6.761111111,5.11.2010,Foggy
5.588888889,6.11.2010,Partly Cloudy
9.377777778,7.11.2010,Partly Cloudy
13.12777778,8.11.2010,Mostly Cloudy
6.416666667,30.9.2010,Mostly Cloudy
5.777777778,1.10.2010,Mostly Cloudy
4.8,9.10.2010,Partly Cloudy
4.416666667,10.10.2010,Partly Cloudy
4.933333333,11.10.2010,Partly Cloudy
5.333333333,12.10.2010,Partly Cloudy
5.977777778,13.10.2010,Partly Cloudy
6.127777778,14.10.2010,Mostly Cloudy
6.716666667,15.10.2010,Clear
8.022222222,16.10.2010,Foggy
9.844444444,17.10.2010,Mostly Cloudy
10.61666667,18.10.2010,Mostly Cloudy
8.3,19.10.2010,Overcast
10.28888889,2.10.2010,Mostly Cloudy
6.022222222,20.10.2010,Overcast
1.327777778,21.10.2010,Partly Cloudy
1.066666667,22.10.2010,Partly Cloudy
7.033333333,23.10.2010,Partly Cloudy
9.433333333,24.10.2010,Mostly Cloudy
10.45,25.10.2010,Overcast
6.011111111,26.10.2010,Overcast
0.977777778,27.10.2010,Partly Cloudy
-0.988888889,28.10.2010,Partly Cloudy
0.327777778,29.10.2010,Clear
10.05,3.10.2010,Partly Cloudy
2.822222222,30.10.2010,Partly Cloudy
10.4,4.10.2010,Mostly Cloudy
10.93333333,5.10.2010,Mostly Cloudy
11.32222222,6.10.2010,Mostly Cloudy
9.011111111,7.10.2010,Mostly Cloudy
3.983333333,8.10.2010,Partly Cloudy
13.06111111,1.9.2010,Mostly Cloudy
18.14444444,9.9.2010,Mostly Cloudy
18.08888889,10.9.2010,Overcast
16.36666667,11.9.2010,Overcast
14.71666667,12.9.2010,Overcast
16.22777778,13.9.2010,Foggy
12.93333333,14.9.2010,Partly Cloudy
14.33333333,15.9.2010,Partly Cloudy
16.59444444,16.9.2010,Mostly Cloudy
15.27777778,17.9.2010,Overcast
13.72777778,18.9.2010,Overcast
10.54444444,19.9.2010,Overcast
10.59444444,2.9.2010,Partly Cloudy
7.361111111,20.9.2010,Partly Cloudy
7.361111111,21.9.2010,Clear
8.861111111,22.9.2010,Clear
13.19444444,23.9.2010,Clear
13.2,24.9.2010,Partly Cloudy
16.45555556,25.9.2010,Mostly Cloudy
11.66666667,26.9.2010,Overcast
9.388888889,27.9.2010,Partly Cloudy
9.338888889,28.9.2010,Partly Cloudy
9.055555556,29.9.2010,Partly Cloudy
9.844444444,3.9.2010,Mostly Cloudy
14.36666667,4.9.2010,Mostly Cloudy
9.111111111,5.9.2010,Partly Cloudy
8.9,6.9.2010,Mostly Cloudy
12.78333333,7.9.2010,Foggy
16.35,8.9.2010,Mostly Cloudy
7.738888889,31.3.2011,Partly Cloudy
9.427777778,1.4.2011,Mostly Cloudy
8.422222222,9.4.2011,Windy and Partly Cloudy
6.761111111,10.4.2011,Partly Cloudy
8.216666667,11.4.2011,Mostly Cloudy
10.49444444,12.4.2011,Mostly Cloudy
5.027777778,13.4.2011,Partly Cloudy
3.594444444,14.4.2011,Partly Cloudy
7.805555556,15.4.2011,Overcast
4.655555556,16.4.2011,Partly Cloudy
6.616666667,17.4.2011,Mostly Cloudy
7.311111111,18.4.2011,Partly Cloudy
10.78888889,19.4.2011,Partly Cloudy
8.755555556,2.4.2011,Partly Cloudy
7.494444444,20.4.2011,Partly Cloudy
11.17777778,21.4.2011,Partly Cloudy
12.91666667,22.4.2011,Partly Cloudy
10.79444444,23.4.2011,Partly Cloudy
13.75,24.4.2011,Mostly Cloudy
13.87222222,25.4.2011,Mostly Cloudy
10.08888889,26.4.2011,Mostly Cloudy
12.28333333,27.4.2011,Mostly Cloudy
11.85555556,28.4.2011,Overcast
9.461111111,29.4.2011,Mostly Cloudy
8.727777778,3.4.2011,Partly Cloudy
12.21111111,30.4.2011,Mostly Cloudy
10.31666667,4.4.2011,Mostly Cloudy
7.566666667,5.4.2011,Mostly Cloudy
11.39444444,6.4.2011,Partly Cloudy
16.70555556,7.4.2011,Mostly Cloudy
12.90555556,8.4.2011,Breezy and Overcast
15.09444444,31.7.2011,Mostly Cloudy
15.23333333,1.8.2011,Mostly Cloudy
16.25,9.8.2011,Mostly Cloudy
13.86666667,10.8.2011,Partly Cloudy
11.45,11.8.2011,Partly Cloudy
13.20555556,12.8.2011,Partly Cloudy
17.68888889,13.8.2011,Mostly Cloudy
16.13333333,14.8.2011,Mostly Cloudy
18.19444444,15.8.2011,Partly Cloudy
17.67777778,16.8.2011,Mostly Cloudy
15.32222222,17.8.2011,Partly Cloudy
17.16111111,18.8.2011,Clear
16.18888889,19.8.2011,Clear
15.65,2.8.2011,Partly Cloudy
13.32222222,20.8.2011,Partly Cloudy
13.92222222,21.8.2011,Clear
17.96111111,22.8.2011,Clear
23.87777778,23.8.2011,Clear
21.53333333,24.8.2011,Clear
21.59444444,25.8.2011,Partly Cloudy
23.97777778,26.8.2011,Clear
19.4,27.8.2011,Clear
16.83888889,28.8.2011,Partly Cloudy
15.81666667,29.8.2011,Partly Cloudy
19.03888889,3.8.2011,Partly Cloudy
18.17222222,30.8.2011,Partly Cloudy
14.24444444,31.8.2011,Partly Cloudy
19.27777778,4.8.2011,Mostly Cloudy
17.92777778,5.8.2011,Partly Cloudy
20.12222222,6.8.2011,Partly Cloudy
22.51111111,7.8.2011,Partly Cloudy
18.23888889,8.8.2011,Partly Cloudy
-1.572222222,30.11.2011,Foggy
-2.977777778,1.12.2011,Foggy
5.138888889,9.12.2011,Mostly Cloudy
5.133333333,10.12.2011,Overcast
3.938888889,11.12.2011,Mostly Cloudy
6.927777778,12.12.2011,Mostly Cloudy
4.55,13.12.2011,Mostly Cloudy
6.994444444,14.12.2011,Foggy
5.805555556,15.12.2011,Foggy
7.716666667,16.12.2011,Breezy and Overcast
2.605555556,17.12.2011,Mostly Cloudy
0.594444444,18.12.2011,Partly Cloudy
0.027777778,19.12.2011,Overcast
-0.1,2.12.2011,Foggy
-4.161111111,20.12.2011,Overcast
-1.422222222,21.12.2011,Overcast
-0.566666667,22.12.2011,Overcast
-1.444444444,23.12.2011,Overcast
0.194444444,24.12.2011,Overcast
-1.283333333,25.12.2011,Overcast
-0.188888889,26.12.2011,Foggy
2.305555556,27.12.2011,Overcast
1.872222222,28.12.2011,Overcast
1.227777778,29.12.2011,Mostly Cloudy
0.988888889,3.12.2011,Foggy
0.744444444,30.12.2011,Overcast
-2.216666667,31.12.2011,Partly Cloudy
7.666666667,4.12.2011,Mostly Cloudy
5.755555556,5.12.2011,Overcast
0.094444444,6.12.2011,Mostly Cloudy
2.255555556,7.12.2011,Foggy
1.55,8.12.2011,Partly Cloudy
-4.444444444,31.1.2011,Foggy
-6.427777778,1.2.2011,Overcast
-0.638888889,9.2.2011,Clear
-3.05,10.2.2011,Foggy
3.561111111,11.2.2011,Mostly Cloudy
-2.055555556,12.2.2011,Overcast
-0.138888889,13.2.2011,Mostly Cloudy
-0.894444444,14.2.2011,Mostly Cloudy
-0.1,15.2.2011,Mostly Cloudy
0.872222222,16.2.2011,Overcast
0.55,17.2.2011,Overcast
3.755555556,18.2.2011,Mostly Cloudy
3.15,19.2.2011,Overcast
-5.288888889,2.2.2011,Overcast
0.6,20.2.2011,Mostly Cloudy
-2.455555556,21.2.2011,Overcast
-2.644444444,22.2.2011,Overcast
-3.216666667,23.2.2011,Overcast
-3.3,24.2.2011,Foggy
-3.388888889,25.2.2011,Foggy
-8.25,26.2.2011,Mostly Cloudy
-9.677777778,27.2.2011,Foggy
-2.594444444,28.2.2011,Mostly Cloudy
-3.305555556,3.2.2011,Overcast
-3.272222222,4.2.2011,Foggy
-1.811111111,5.2.2011,Foggy
-0.216666667,6.2.2011,Partly Cloudy
-1.244444444,7.2.2011,Clear
2.077777778,8.2.2011,Clear
-7.1,1.1.2011,Foggy
4.011111111,9.1.2011,Partly Cloudy
2.0,10.1.2011,Mostly Cloudy
4.088888889,11.1.2011,Overcast
1.722222222,12.1.2011,Mostly Cloudy
3.194444444,13.1.2011,Foggy
4.366666667,14.1.2011,Mostly Cloudy
5.716666667,15.1.2011,Partly Cloudy
2.872222222,16.1.2011,Partly Cloudy
1.266666667,17.1.2011,Partly Cloudy
2.9,18.1.2011,Foggy
2.616666667,19.1.2011,Overcast
-6.322222222,2.1.2011,Foggy
1.372222222,20.1.2011,Overcast
0.611111111,21.1.2011,Overcast
-0.961111111,22.1.2011,Overcast
-1.55,23.1.2011,Partly Cloudy
-5.738888889,24.1.2011,Partly Cloudy
-5.438888889,25.1.2011,Foggy
-2.672222222,26.1.2011,Overcast
-2.283333333,27.1.2011,Overcast
-5.65,28.1.2011,Clear
-7.111111111,29.1.2011,Foggy
-3.444444444,3.1.2011,Overcast
-6.022222222,30.1.2011,Foggy
-4.661111111,4.1.2011,Overcast
-7.766666667,5.1.2011,Overcast
-0.45,6.1.2011,Mostly Cloudy
2.888888889,7.1.2011,Overcast
4.955555556,8.1.2011,Mostly Cloudy
17.71111111,30.6.2011,Partly Cloudy
12.92222222,1.7.2011,Mostly Cloudy
21.20555556,9.7.2011,Clear
21.28888889,10.7.2011,Partly Cloudy
22.33888889,11.7.2011,Partly Cloudy
20.73888889,12.7.2011,Partly Cloudy
18.26111111,13.7.2011,Partly Cloudy
24.18333333,14.7.2011,Partly Cloudy
18.90555556,15.7.2011,Clear
15.11666667,16.7.2011,Partly Cloudy
18.43888889,17.7.2011,Partly Cloudy
21.51666667,18.7.2011,Partly Cloudy
25.1,19.7.2011,Partly Cloudy
10.06111111,2.7.2011,Partly Cloudy
17.15555556,20.7.2011,Mostly Cloudy
15.55555556,21.7.2011,Mostly Cloudy
14.70555556,22.7.2011,Partly Cloudy
16.63333333,23.7.2011,Mostly Cloudy
16.62777778,24.7.2011,Mostly Cloudy
14.43888889,25.7.2011,Mostly Cloudy
16.83888889,26.7.2011,Mostly Cloudy
15.4,27.7.2011,Partly Cloudy
16.17777778,28.7.2011,Mostly Cloudy
17.27777778,29.7.2011,Overcast
13.78888889,3.7.2011,Overcast
15.01111111,30.7.2011,Mostly Cloudy
