Company Name,Job Title,Salaries Reported,Location,Monthly Salary,Role_Manager,Role_Specialist
LTI,Data Scientist,4,Pune,67834.75,0,1
Celusion Technologies,Machine Learning,1,Mumbai,11293.0,0,1
Sutherland,Data Scientist,1,Hyderabad,234912.92,1,0
ABC,Data Analyst,1,Pune,13356.0,0,1
ConsultAdd,Data Engineer,1,Pune,100000.0,0,1
Axis Bank,Data Analyst,1,Mumbai,241282.2525,1,0
D. E. Shaw India,Data Scientist,1,Hyderabad,241282.2525,1,0
GE Power,Data Scientist,1,Bangalore,105779.17,0,1
PlayShifu,Data Scientist,1,Bangalore,218769.25,1,0
Optum Global Solutions India,Data Scientist,3,New Delhi,89573.58,0,1
Appberry,Data Analyst,1,Pune,21457.0,0,1
Cognizant Technology Solutions,Data Analyst,2,Pune,8623.0,0,1
Samsung Electronics,Data Scientist,2,Bangalore,183131.0,0,1
Applied Materials,Data Scientist,2,Bangalore,117314.0,0,1
LogisticsNow,Data Analyst,3,Mumbai,18651.0,0,1
DONE by NONE,Data Scientist,2,New Delhi,40662.0,0,1
ExxonMobil,Data Scientist,3,Bangalore,239453.08,0,1
Continental,Machine Learning,2,Bangalore,49093.0,0,1
Iron Mountain,Machine Learning,1,Bangalore,175854.67,0,1
Thoughtworks,Data Scientist,1,New Delhi,210203.17,0,1
IQVIA,Data Analyst,3,New Delhi,48510.33,0,1
Wipro Technologies,Machine Learning,1,Pune,171943.0,0,1
Zalando,Data Engineer,1,Pune,45024.0,0,1
Arjun Kappor,Data Scientist,1,Bangalore,56250.0,0,1
Indian School of Business,Data Scientist,1,Hyderabad,49768.0,0,1
HSBC Software Development India,Data Engineer,1,Hyderabad,232838.08,1,0
Lumiq (India),Data Engineer,1,Pune,241282.2525,1,0
BlazeClan Technologies,Machine Learning,1,Pune,42040.67,0,1
Unreal AI,Machine Learning,1,New Delhi,45603.17,1,0
Sama Technology,Data Engineer,1,New Delhi,184228.67,0,1
Hewlett Packard Enterprise | HPE,Data Scientist,1,Bangalore,241282.2525,1,0
SS&C,Data Scientist,1,Mumbai,52412.08,0,1
FedEx,Data Analyst,2,Mumbai,56352.0,0,1
Mu Sigma,Data Analyst,45,Bangalore,50883.17,0,1
MediaAgility,Data Engineer,1,New Delhi,38178.58,0,1
Mira Knitting Works,Data Analyst,1,Mumbai,20147.0,0,1
Vidal Healthcare,Data Analyst,1,Hyderabad,20098.0,0,1
EdgeVerve Systems,Data Scientist,1,Bangalore,95742.42,0,1
Avegen,Data Engineer,1,Pune,8394.42,0,1
Online Data Entry Job,Data Engineer,1,Bangalore,41972.25,0,1
Asian Oilfield Services,Data Engineer,1,New Delhi,183949.0,0,1
Hornbill Softech,Machine Learning,1,Bangalore,96990.5,1,0
Infosys,Data Scientist,18,Hyderabad,48611.17,0,1
Cere Labs,Machine Learning,1,Mumbai,77798.42,1,0
CSC,Data Scientist,1,Bangalore,86966.5,0,1
Testbook.com,Data Engineer,2,Mumbai,51043.08,0,1
Subex,Data Scientist,1,Bangalore,208723.08,1,0
Evolent Health,Data Scientist,1,Pune,241282.2525,1,0
Neva Ventures,Machine Learning,1,Bangalore,75287.17,0,1
NewSpace Research and Technologies,Machine Learning,2,New Delhi,26115.0,0,1
ICICI Bank,Data Analyst,4,Mumbai,39791.0,0,1
PayPal,Data Engineer,1,Hyderabad,86330.92,0,1
Optum,Data Analyst,4,New Delhi,241282.2525,1,0
Algo8.ai,Data Scientist,6,New Delhi,47958.5,0,1
BigHaat,Data Scientist,1,Bangalore,15049.0,0,1
PepsiCo,Data Engineer,1,Hyderabad,100897.5,0,1
Atlan,Data Engineer,1,New Delhi,17784.0,0,1
PwC,Data Engineer,2,Mumbai,89797.0,0,1
Publicis Groupe,Data Scientist,1,Mumbai,56115.08,0,1
Bidgely,Data Scientist,3,Bangalore,119873.42,0,1
Atos-Syntel,Data Engineer,1,New Delhi,78195.58,0,1
Kapil IT Solutions,Data Scientist,1,Bangalore,17196.33,0,1
GSPANN Technologies,Data Engineer,1,Hyderabad,66992.25,0,1
D2K Technologies India,Data Scientist,1,Bangalore,18199.0,0,1
Ivy,Data Analyst,3,Hyderabad,80586.75,0,1
Think Analytics,Data Scientist,1,Mumbai,145542.92,1,0
Nomura Holdings,Data Engineer,1,Mumbai,41972.25,0,1
Tata Consultancy Services,Machine Learning,6,Mumbai,68742.42,0,1
Analytics Vidhya,Data Engineer,1,New Delhi,126162.92,0,1
Bahar Infotech,Data Analyst,2,Mumbai,15189.0,0,1
ThinkBumblebee Analytics,Data Scientist,1,Pune,241282.2525,1,0
KPMG,Data Scientist,2,Bangalore,72880.42,0,1
AgEye Technologies,Data Scientist,1,Bangalore,43207.67,0,1
Supermarket Grocery Supplies,Data Analyst,2,Bangalore,59768.5,0,1
Climate Connect,Machine Learning,2,Pune,31428.0,0,1
Sears,Data Engineer,1,Pune,68777.17,0,1
Optum,Data Scientist,1,New Delhi,51369.0,0,1
Cosmos eSolutions & Services,Data Analyst,1,Pune,27034.92,0,1
Hexaware Technologies,Data Engineer,1,Hyderabad,241282.2525,1,0
Brainwave Consulting,Data Science,1,Pune,17979.17,1,0
Toastmasters International,Data Scientist,1,Bangalore,68215.08,0,1
Quantiphi,Machine Learning,7,Bangalore,186308.25,1,0
Kisan Forum,Data Analyst,1,Pune,35262.92,0,1
Apexon,Data Analyst,4,Bangalore,21004.83,0,1
Diverse Lynx,Data Engineer,1,New Delhi,89573.58,0,1
SetuServ,Data Scientist,2,Hyderabad,241282.2525,0,1
Infosys,Machine Learning,1,Mumbai,51582.92,0,1
Midcoast Regional Redevelopment Authority,Data Scientist,1,Bangalore,51589.08,0,1
Shubh Loans,Data Scientist,1,Bangalore,241282.2525,1,0
GMR Hyderabad International Airport,Data Analyst,1,Hyderabad,57653.33,0,1
TerraBlue XT,Data Scientist,1,Bangalore,35114.17,0,1
Uber,Data Scientist,1,Hyderabad,241282.2525,1,0
Accenture,Data Engineer,1,Mumbai,153036.83,1,0
Publicis Sapient,Data Analyst,7,New Delhi,56741.17,0,1
Atlas Copco,Data Engineer,2,Pune,72823.75,0,1
Mercedes-Benz Research and Development India,Data Engineer,4,Bangalore,96624.75,0,1
Monsoon (India),Machine Learning,3,New Delhi,63081.5,0,1
Resource Technologies,Machine Learning,1,Hyderabad,57380.58,1,0
Argus System,Data Scientist,1,Pune,49583.33,0,1
KOGENTiX,Data Scientist,2,Hyderabad,58414.75,0,1
Humonics,Data Scientist,4,New Delhi,77422.67,0,1
Apple,Data Scientist,1,Pune,125651.67,0,1
Bewakoof Brands,Data Engineer,1,Mumbai,77697.83,0,1
Birlasoft,Data Engineer,1,Hyderabad,76339.33,1,0
M Farms,Machine Learning,1,Hyderabad,69941.92,0,1
Fresher,Data Analyst,11,New Delhi,33577.83,0,1
Lucida Technologies,Machine Learning,2,Bangalore,53078.08,0,1
Neha Bhakat,Data Scientist,1,Bangalore,58334.25,0,1
Tableau Software,Data Scientist,2,Mumbai,238794.67,0,1
Idexcel,Data Scientist,6,Bangalore,41178.92,0,1
Jotter,Data Scientist,9,Hyderabad,76252.33,0,1
InfoLogitech,Machine Learning,1,Hyderabad,85991.0,0,1
PSL (India),Data Scientist,1,Pune,95781.25,0,1
Anonymous,Data Scientist,1,Bangalore,89211.33,0,1
Impact Analytics,Data Scientist,1,Bangalore,25662.0,0,1
Infilect,Machine Learning,1,Bangalore,168162.58,0,1
Unyscape Infocom,Data Analyst,2,New Delhi,30846.0,0,1
Jio,Data Scientist,8,Hyderabad,166418.92,0,1
Optum,Machine Learning,1,New Delhi,51583.0,0,1
Ingram Micro,Data Engineer,1,Mumbai,14941.0,0,1
Accenture,Data Scientist,1,Hyderabad,10219.42,0,1
Tredence,Machine Learning,1,Bangalore,69122.58,0,1
Wipro Digital,Data Scientist,2,Bangalore,100616.33,0,1
Clover Infotech,Data Scientist,1,Mumbai,131828.17,1,0
Brillio,Data Scientist,8,Bangalore,136435.92,0,1
2COMS,Data Engineer,1,Hyderabad,60462.17,0,1
Rudder Analytics,Data Engineer,1,Pune,68946.67,0,1
Everlytics,Data Scientist,1,Bangalore,122738.42,1,0
Ferromatik Milacron,Machine Learning,1,Pune,23712.0,0,1
Jarvis Technology & Strategy Consulting,Data Scientist,1,Bangalore,104488.58,0,1
Patrick,Data Scientist,1,Bangalore,35120.33,0,1
XYZ,Data Scientist,1,Bangalore,241282.2525,1,0
CDK Global,Data Analyst,2,Hyderabad,93644.5,0,1
LiquidHub,Data Analyst,10,New Delhi,29305.67,0,1
Idfy,Data Analyst,1,Hyderabad,50244.17,0,1
Toptal,Data Scientist,1,Bangalore,241282.2525,1,0
IQVIA,Data Analyst,2,Pune,55999.75,0,1
Cognizant Technology Solutions,Data Engineer,2,New Delhi,75825.75,0,1
ABC Consultants,Data Scientist,1,Bangalore,241282.2525,0,1
6sense,Data Engineer,1,Pune,42995.0,0,1
Accenture,Lead Data Scientist,1,Pune,236594.83,0,1
Wipro,Data Scientist,1,Bangalore,25662.0,0,1
Yash Technologies,Data Engineer,1,Pune,76357.08,0,1
Mastercard,Data Scientist,2,New Delhi,197679.33,0,1
Samsung India Electronics,Data Scientist,1,Bangalore,13462.83,0,1
Magnaquest,Data Scientist,1,Hyderabad,62119.42,1,0
Kubric,Data Scientist,1,Bangalore,152671.0,0,1
Larsen & Toubro,Data Scientist,1,Pune,30000.0,0,1
HSBC Software Development India,Machine Learning,1,Hyderabad,125000.0,0,1
ATS Services (India),Data Analyst,2,New Delhi,34370.0,0,1
Zomato,Data Scientist,1,Pune,241282.2525,1,0
CBRE,Data Analyst,2,New Delhi,50111.92,0,1
GoKhana,Data Scientist,1,Pune,34758.42,1,0
Zoom Video Communications,Data Scientist,2,Bangalore,236589.67,0,1
E2open,Data Analyst,6,Bangalore,29990.08,0,1
RapidQuest Solutions,Machine Learning,1,Pune,10749.0,0,1
IBM,Data Engineer,21,Pune,59930.5,0,1
Microsoft,Data Scientist,2,New Delhi,87349.0,0,1
Shubh Loans,Data Analyst,1,Bangalore,111560.25,1,0
Symphony RetailAI,Data Scientist,1,Bangalore,241282.2525,1,0
Smarter BIZ Technologies,Data Scientist,1,Bangalore,43207.67,0,1
EMPLOYERS,Data Analyst,3,Hyderabad,25000.0,0,1
Terra Economics and Analytics Lab,Data Scientist,3,Bangalore,60000.0,0,1
Conduent,Data Scientist,2,Bangalore,70520.17,0,1
ValueMomentum,Data Scientist,1,Hyderabad,50366.75,0,1
St. John’s Research Institute,Data Scientist,1,Bangalore,148204.08,1,0
Bajaj Finserv Health,Data Scientist,1,Pune,108333.33,0,1
Amazon Flex,Data Analyst,1,Hyderabad,38687.17,0,1
Sapio Analytics,Data Analyst,2,Mumbai,8062.0,0,1
MAERSK,Data Scientist,2,Mumbai,143100.5,0,1
Datagrokr,Data Engineer,5,Bangalore,50904.75,0,1
Johnson Controls,Data Scientist,1,Bangalore,103178.17,0,1
Optum Global Solutions India,Data Analyst,2,New Delhi,81910.0,0,1
Altimetrik,Data Scientist,4,Bangalore,48928.83,0,1
Luxoft,Data Engineer,2,Bangalore,114079.42,0,1
Pitney Bowes,Data Scientist,2,New Delhi,113734.67,0,1
Accenture,Data Scientist,10,Mumbai,75000.0,0,1
HighRadius,Data Scientist,1,New Delhi,14606.0,0,1
[24]7.ai,Data Engineer,1,Bangalore,74785.92,0,1
Abzooba,Data Scientist - Trainee,1,Pune,172241.67,1,0
Birdeye,Data Scientist,1,New Delhi,241282.2525,1,0
WinWire Technologies,Data Scientist,2,Hyderabad,105803.25,0,1
Ecozen Solutions,Data Science,1,Pune,24427.0,0,1
DONE by NONE,Data Scientist,2,Bangalore,62561.17,0,1
CRMnext,Data Analyst,3,New Delhi,62701.5,0,1
ABCDEF,Data Scientist,1,Hyderabad,241282.2525,1,0
Wipro,Data Analyst,18,Bangalore,53201.5,0,1
vPhrase,Data Scientist,1,Pune,116384.25,1,0
Databricks,Data Engineer,1,Pune,98306.58,1,0
Aegis,Data Scientist,1,Mumbai,241282.2525,0,1
Saarthee,Data Analyst,7,New Delhi,51798.58,0,1
BizViz Technologies,Data Scientist,1,Bangalore,28479.0,0,1
Mu Sigma,Data Scientist,1,Hyderabad,33879.0,0,1
Unacademy,Data Analyst,5,Bangalore,62800.0,0,1
Shell,Machine Learning,1,Bangalore,107488.25,0,1
Mercedes-Benz International,Data Scientist,2,Bangalore,93234.0,0,1
Freshers.com,Data Scientist,2,Hyderabad,52500.0,0,1
Apptio,Data Scientist,1,Bangalore,241282.2525,1,0
Cognizant Technology Solutions,Data Analyst,26,Pune,44793.92,0,1
LendingKart,Data Engineer,1,Bangalore,241282.2525,1,0
Mahindra,Data Scientist,1,Mumbai,220257.92,1,0
Navo Systems,Data Analyst,1,Mumbai,83333.33,0,1
Advisory Board,Data Engineer,1,Mumbai,34532.33,0,1
FirstCry com,Data Scientist,1,Pune,67404.0,0,1
Phenom,Machine Learning,5,Hyderabad,141163.42,0,1
Javis,Data Scientist,2,Mumbai,172932.08,0,1
Abhinav Immigration Services Pvt. Ltd.,Data Scientist,1,Bangalore,110378.25,0,1
Cogencis Information Services,Data Analyst,2,Mumbai,32801.17,1,0
Quantiphi,Machine Learning,20,Mumbai,195995.58,1,0
Aera Technology,Senior Data Scientist,2,Pune,88177.92,0,1
Bobble Keyboard,Data Engineer,1,New Delhi,8691.25,0,1
YGroup Companies,Data Scientist,1,Bangalore,133383.33,0,1
Mondelēz International,Data Scientist,1,Mumbai,174854.75,0,1
Tata Technologies,Data Analyst,2,Pune,65051.0,0,1
Yatra Online Pvt Ltd,Data Analyst,1,New Delhi,137605.75,1,0
Raja Software Labs,Data Scientist,1,Bangalore,44865.42,0,1
Wipro,Data Engineer,1,Hyderabad,163344.83,1,0
State Bank of India,Data Scientist,1,Hyderabad,96623.0,0,1
NielsenIQ,Data Scientist,1,Mumbai,81334.33,0,1
Spoonshot,Data Scientist,3,Bangalore,134627.92,0,1
Alfonso & Associates Consulting,Data Scientist,1,Bangalore,241282.2525,0,1
L&T Technology Services,Data Scientist,1,Mumbai,59279.0,0,1
Citi,Data Scientist,5,Bangalore,157729.83,0,1
GE,Data Scientist,2,Bangalore,147308.58,0,1
Rapido,Data Scientist,1,Bangalore,31734.0,0,1
eprentise,Machine Learning,1,Bangalore,41666.67,0,1
Im a fresher stop asking me,Data Scientist,1,Bangalore,116666.67,0,1
NTT DATA,Data Analyst,11,New Delhi,41870.17,0,1
Zee Entertainment Enterprises Ltd.,Data Scientist,1,Mumbai,241282.2525,0,1
PSG College of Technology,Data Scientist,1,Bangalore,103178.17,0,1
Myntra,Data Scientist,2,Bangalore,241282.2525,1,0
Zoho,Data Scientist,1,New Delhi,122341.58,0,1
Quale Infotech,Machine Learning,1,New Delhi,34764.92,0,1
Goldman Sachs,Data Analyst,1,Hyderabad,37962.5,0,1
The Data Team,Data Scientist,1,Bangalore,53851.17,0,1
NTT DATA,Data Engineer,1,Pune,115797.67,1,0
Neutrino Tech Systems,Machine Learning,1,Pune,16320.0,0,1
Tequed Labs,Machine Learning,1,Bangalore,7905.0,0,1
S&P Global,Data Analyst,1,Hyderabad,133578.33,1,0
Kiwi labs,Data Scientist,1,Bangalore,241282.2525,0,1
IIT Kharagpur,Data Scientist,1,Mumbai,241282.2525,1,0
TEJAS TECHNOLOGIES INC,Data Analyst,1,Pune,54652.83,0,1
Persistent Systems,Machine Learning,1,Pune,60431.67,0,1
Score Me,Data Analyst,2,New Delhi,22537.0,0,1
Guardian Life,Data Engineer,1,New Delhi,43235.58,0,1
Xoriant,Data Scientist,2,Pune,147666.75,0,1
Fresher,Data Scientist,1,Pune,30147.0,0,1
Anheuser-Busch InBev,Data Scientist,1,Bangalore,93728.33,0,1
Capgemini Invent,Data Scientist,1,Pune,108333.33,0,1
Amazon,Machine Learning,1,New Delhi,24777.0,0,1
Propellum Infotech,Data Analyst,6,Mumbai,37347.5,0,1
Amazon,Data Scientist,1,Pune,51589.08,0,1
Rajesh Motors,Data Analyst,2,Hyderabad,31317.25,0,1
Absolutdata,Data Engineer,1,New Delhi,43456.17,0,1
Motilal Oswal Securities,Data Scientist,2,Mumbai,54165.75,0,1
Freshers.com,Data Analyst,5,Bangalore,33333.33,0,1
HitWicket,Data Analyst,3,Hyderabad,55759.58,0,1
Capgemini,Data Scientist,4,Pune,74862.58,0,1
Mindtree,Data Scientist,1,Mumbai,85971.5,0,1
Presidency University (Bangalore),Data Scientist,1,Pune,60490.75,0,1
IBM,Data Scientist,1,Mumbai,58540.42,0,1
Helpshift,Machine Learning,1,Pune,103165.83,0,1
Softech Solutions (India),Data Engineer,1,Pune,142447.67,1,0
Red Hat,Data Scientist,1,Pune,241282.2525,1,0
AXA,Data Scientist,1,Pune,89166.67,0,1
Capgemini,Machine Learning,1,Mumbai,74618.92,0,1
Optum,Data Engineer,1,New Delhi,241282.2525,1,0
Siemens Healthineers,Data Engineer,2,Bangalore,135105.17,0,1
McKinney and Company,Data Analyst,2,New Delhi,103281.25,0,1
iNeuron,Machine Learning,1,Hyderabad,25452.0,0,1
Priceline.com,Data Engineer,1,Mumbai,241282.2525,1,0
Allegion,Data Scientist,1,Bangalore,241282.2525,1,0
IBM,Data Scientist,23,Bangalore,241282.2525,1,0
SRI Delhi,Machine Learning,1,New Delhi,125000.0,0,1
Fractal,Data Engineer,7,Mumbai,91666.67,0,1
FIGmd,Data Engineer,1,Pune,32938.17,0,1
Aon,Data Analyst,9,New Delhi,33110.83,0,1
LTI,Machine Learning,1,Mumbai,9034.0,0,1
SR Edu Solutions,Data Analyst,2,Hyderabad,18395.0,0,1
G2,Data Scientist,1,Bangalore,133817.0,0,1
Lam Research,Data Scientist,1,Bangalore,100326.08,0,1
Searce,Data Scientist,1,Bangalore,50163.08,0,1
Webhelp,Data Engineer,1,New Delhi,198937.42,1,0
CoffeeBeans Consulting,Data Scientist,1,Bangalore,55708.17,0,1
DBS Bank,Data Engineer,7,Hyderabad,96781.83,0,1
Page Group (London),Machine Learning,1,Mumbai,42995.0,0,1
Analytical Wizards,Data Scientist,1,Bangalore,30979.0,0,1
Concentrix,Data Analyst,18,Bangalore,37937.67,0,1
Comscore,Data Analyst,3,Pune,85971.5,0,1
Ameex,Data Scientist,1,Hyderabad,132175.0,1,0
Siddharth Technologies,Data Engineer,1,Hyderabad,41972.25,0,1
HT Media,Data Science,1,Pune,16058.0,0,1
Cognizant Softvision,Data Scientist,1,Pune,41551.5,0,1
HCL Technologies,Data Engineer,1,Hyderabad,21067.5,1,0
Rolls-Royce,Data Scientist,5,Bangalore,113100.33,0,1
Angel One,Data Scientist,1,Mumbai,21628.0,0,1
SRI International,Data Engineer,1,Pune,25224.42,0,1
Tata Consultancy Services,Data Scientist,1,Bangalore,241282.2525,1,0
SureIT Solutions,Data Engineer,2,Hyderabad,84778.58,0,1
Gramener,Data Engineer,1,Hyderabad,129496.42,0,1
EY,Data Engineer,1,Bangalore,139483.58,1,0
Medibox,Machine Learning,1,Bangalore,82777.08,0,1
Itouch Infotronics,Data Analyst,1,Pune,56753.75,0,1
Amazon,Machine Learning,3,Hyderabad,34941.42,0,1
Mercedes-Benz Research and Development India,Data Scientist,8,Bangalore,121502.67,0,1
Valiance Solutions,Data Engineer,1,New Delhi,100898.0,0,1
Rapido,Data Scientist,1,Bangalore,225000.0,0,1
Anonymous,Data Engineer,1,Pune,30000.0,0,1
INSUD PHARMA,Data Scientist,1,Bangalore,184459.0,1,0
Softnautics,Machine Learning,1,Pune,59472.0,0,1
MAERSK,Data Engineer,11,Bangalore,89573.58,0,1
GE Digital,Data Scientist,3,Bangalore,137758.83,0,1
Verificient Technologies,Data Analyst,12,Pune,12938.0,0,1
Aashish sharma,Data Scientist,1,Bangalore,241282.2525,1,0
L&T Technology Services,Data Analyst,1,Mumbai,56465.33,0,1
Deloitte,Data Analyst,1,Pune,185614.67,1,0
Amazon,Machine Learning,3,Hyderabad,30114.83,0,1
Elite Unified Krips Consultants,Machine Learning,1,Hyderabad,17382.42,0,1
National Centre for Biological Sciences,Data Scientist,1,Bangalore,109800.33,1,0
Wipro,Data Engineer,2,Hyderabad,112242.0,0,1
vPhrase,Data Scientist,1,Pune,45140.42,0,1
Oneture Technologies,Data Engineer,1,Mumbai,89083.25,0,1
HiLabs,Data Scientist,1,Bangalore,163502.17,0,1
The Sparks Foundation,Data Science,1,Pune,27589.08,1,0
AIG,Data Analyst,5,Bangalore,54753.08,0,1
Decimal Point Analytics,Data Scientist,2,Mumbai,93837.92,0,1
Genpact,Data Scientist,1,Bangalore,62219.0,0,1
StoneX,Data Scientist,1,Bangalore,136192.67,0,1
DeepEdge,Machine Learning,1,Hyderabad,74866.92,1,0
Robertshaw,Data Scientist,1,Pune,25081.5,0,1
Innowatts,Data Scientist,2,New Delhi,70540.0,0,1
Prodotti Poliplastici,Data Scientist,1,Bangalore,42249.08,0,1
Quess,Data Scientist,2,Bangalore,65124.25,0,1
RoundSqr,Data Engineer,3,Hyderabad,51582.92,0,1
Genpact,Data Analyst,11,Bangalore,25684.5,0,1
GLOBALFOUNDRIES,Data Scientist,1,Bangalore,75245.0,0,1
Walmart,Data Engineer,4,Bangalore,167615.0,0,1
Exusia,Data Analyst,2,Hyderabad,36918.33,0,1
Ezappsolution,Machine Learning,1,New Delhi,30368.17,0,1
CitiusTech,Data Scientist,1,New Delhi,143856.58,0,1
EXL Service,Data Engineer,3,New Delhi,53744.17,0,1
AmberTAG Analytics,Data Scientist,1,Bangalore,28942.83,0,1
Hike,Machine Learning,1,New Delhi,32246.0,0,1
CitiusTech,Data Analyst,2,Mumbai,48718.33,0,1
Concirrus,Data Engineer,1,New Delhi,180991.58,1,0
NightLight Pediatric Urgent Care,Data Scientist,1,Bangalore,55000.0,0,1
At,Data Engineer,1,Mumbai,84698.0,0,1
SLK Group,Data Scientist,1,Bangalore,21640.17,0,1
Wolters Kluwer,Senior Data Scientist,2,Pune,158660.83,0,1
DONE by NONE,Data Scientist,2,New Delhi,87863.0,0,1
Ziff Davis LLC,Data Analyst,1,Pune,43456.17,0,1
S&P Global,Data Scientist,2,New Delhi,82399.33,0,1
Genpact,Machine Learning,2,New Delhi,17362.0,0,1
Elucidata (MA),Data Analyst,3,New Delhi,90665.92,0,1
FOKAL,Data Engineer,6,Bangalore,60838.58,0,1
Siemens,Data Scientist,1,Bangalore,41271.0,0,1
NielsenIQ,Data Scientist,1,Bangalore,92115.42,0,1
Optum Global Solutions,Data Analyst,5,Hyderabad,75287.17,0,1
Centurysoft,Machine Learning,1,Pune,54400.0,0,1
---,Data Scientist,1,Bangalore,10000.0,0,1
OceanFrogs,Data Scientist,1,Bangalore,120057.25,1,0
Blah,Data Scientist,1,Bangalore,87000.25,0,1
iFuture Robotics,Data Scientist,1,Bangalore,58523.58,0,1
Exa Mobility,Machine Learning,1,Pune,20859.0,0,1
Wipro,Data Scientist,15,Bangalore,61068.42,0,1
Zeotap,Data Scientist,2,Bangalore,75190.0,0,1
XOYAL,Data Engineer,1,Pune,166576.08,0,1
General Motors (GM),Data Scientist,1,Mumbai,148692.08,0,1
Tecure Technology,Data Analyst,1,Pune,15410.75,0,1
Faurecia,Data Science,1,Pune,15000.0,0,1
DataWeave,Data Engineer,1,Bangalore,81430.75,1,0
Concentrix,Data Scientist,3,New Delhi,43333.08,0,1
CRISIL,Data Scientist,1,Mumbai,31085.42,0,1
SCORG Technologies,Data Scientist,1,Pune,53851.17,0,1
Yodlee,Data Scientist,2,Bangalore,192970.08,0,1
Citi,Data Analyst,6,Pune,92420.58,0,1
Tata Consultancy Services,Senior Data Scientist,1,Pune,82799.92,1,0
Aibono,Machine Learning,1,New Delhi,29127.75,1,0
Snapdeal,Data Scientist,1,New Delhi,231200.83,1,0
Novartis,Data Engineer,1,Hyderabad,25685.0,0,1
Karza Technologies,Data Scientist,1,Mumbai,241282.2525,1,0
Nisum,Data Engineer,1,Hyderabad,241282.2525,1,0
Fuzzy Logix,Data Scientist,13,Bangalore,129714.58,0,1
Unilever,Data Analyst,3,Bangalore,58761.17,0,1
Nikhil Analytics,Data Engineer,1,Mumbai,29428.42,0,1
Inference Labs,Data Scientist,2,Bangalore,53107.0,0,1
AppliedAICourse,Machine Learning,1,Hyderabad,170790.25,1,0
Energy Exemplar,Data Analyst,1,Pune,241282.2525,1,0
Urban Company,Data Analyst,4,New Delhi,10037.0,0,1
Kwantics,Machine Learning,2,New Delhi,55365.67,0,1
UnitedHealth Group,Data Engineer,4,Hyderabad,90295.42,0,1
The Sparks Foundation,Data Analyst,2,Mumbai,25415.0,0,1
Vahan,Machine Learning,1,Bangalore,113191.17,0,1
Saama Technologies,Data Analyst,5,Pune,44725.0,0,1
PwC Machine Learning,Machine Learning,1,Pune,16797.42,1,0
NABARD Consultancy Services,Data Analyst,1,Mumbai,50000.0,0,1
Faintel,Data Engineer,1,New Delhi,15073.0,0,1
Tata Consultancy Services,Data Analyst,2,New Delhi,33957.0,0,1
ITC Infotech,Data Engineer,1,Hyderabad,111666.67,0,1
NVIDIA,Data Scientist,1,Mumbai,241282.2525,1,0
Zeta Suite,Data Scientist,2,Bangalore,106457.17,0,1
Technovert,Data Engineer,1,Hyderabad,15271.0,0,1
Google,Data Analyst,2,New Delhi,51612.83,0,1
IBM,Data Scientist,21,New Delhi,76357.0,0,1
Reckon Data Solutions,Data Scientist,1,Pune,20000.0,0,1
Forec Software Solutions,Data Scientist,1,Bangalore,51126.58,0,1
Customer Centria,Data Scientist,1,Bangalore,86142.42,1,0
Gramener,Data Scientist,1,Hyderabad,69064.75,0,1
Reliance Industries,Data Scientist,1,New Delhi,25548.5,0,1
Tiger Analytics,Data Scientist,2,Bangalore,52608.25,0,1
Toluna,Data Analyst,6,New Delhi,45365.58,0,1
Elsevier,Data Analyst,3,New Delhi,31666.67,0,1
BlazeClan Technologies,Data Engineer,1,Pune,42420.58,0,1
Lido,Data Scientist,1,Mumbai,66992.25,0,1
Brainwave Consulting,Data Science,1,Pune,5070.0,0,1
ValueLabs,Machine Learning,1,Hyderabad,241282.2525,1,0
Datascribe Technologies,Data Scientist,1,Bangalore,112474.0,0,1
Smart Joules,Machine Learning,1,Bangalore,54339.25,0,1
Mindtree,Data Analyst,1,Hyderabad,20234.0,0,1
Marten Transport,Data Analyst,1,Hyderabad,43146.42,0,1
MyWays,Machine Learning,1,Mumbai,34246.0,0,1
Mu Sigma,Data Scientist,1,Mumbai,208238.92,0,1
Cisco Systems,Data Scientist,1,Mumbai,10880.0,0,1
Enrich IBS,Data Analyst,1,Hyderabad,241282.2525,0,1
Unreal AI,Machine Learning,1,New Delhi,16123.0,0,1
Sonata Services,Machine Learning,1,Hyderabad,58618.17,0,1
TCS,Data Engineer,2,Mumbai,38324.33,0,1
Episource,Data Scientist,1,Mumbai,178508.5,1,0
Skit,Data Scientist,1,Bangalore,125000.0,0,1
Prakshep,Data Scientist,1,Bangalore,75251.0,0,1
ZS Associates,Data Scientist,6,Bangalore,111566.25,0,1
qbeats,Data Scientist,1,Bangalore,40000.0,0,1
Blue Ocean,Data Analyst,1,Mumbai,12422.0,0,1
Nucleus Software Exports,Data Scientist,1,Bangalore,25580.67,0,1
Cyient,Data Analyst,7,Hyderabad,47008.92,0,1
Gramener,Data Scientist,7,Bangalore,75244.58,0,1
Nielsen,Data Scientist,2,New Delhi,82889.0,0,1
CAP FORCE,Data Scientist,1,Bangalore,45057.0,1,0
Current,Data Engineer,1,Pune,33333.33,0,1
IVL Global,Data Scientist,1,Hyderabad,60622.58,0,1
People Group,Data Scientist,2,Mumbai,109554.5,0,1
Jigsaw Academy,Data Scientist,1,Hyderabad,41972.25,0,1
IFI Techsolutions,Data Engineer,1,New Delhi,25000.0,0,1
Havells India,Machine Learning,1,Bangalore,37964.0,0,1
First Student,Data Scientist,4,Mumbai,100904.75,0,1
